ref_id,tax_id,source_name,addnl_id,seq_type,source_reference,source_link,source_filename
534,97485,"Prymnesium parvum, Strain Texoma1",MMETSP0815,aa,"Keeling et al., 2014",,
535,97485,"Prymnesium parvum, Strain Texoma1",MMETSP1083,aa,"Keeling et al., 2014",,
536,2703868,"Imantonia sp., Strain RCC918",MMETSP1474,aa,"Keeling et al., 2014",,
537,1955563,"Dinobryon sp., Strain UTEXLB2267",MMETSP0019,aa,"Keeling et al., 2014",,
538,1955563,"Dinobryon sp., Strain UTEXLB2267",MMETSP0020,aa,"Keeling et al., 2014",,
539,1955563,"Dinobryon sp., Strain UTEXLB2267",MMETSP0812,aa,"Keeling et al., 2014",,
540,100272,"Unidentified sp., Strain CCMP1999",MMETSP1475,aa,"Keeling et al., 2014",,
541,101924,Rhodosorus marinus CCMP 769,MMETSP0011,aa,"Keeling et al., 2014",,
542,101924,"Rhodosorus marinus, Strain UTEX LB 2760",MMETSP0315,aa,"Keeling et al., 2014",,
543,104179,"Symbiodinium kawagutii, Strain CCMP2468",MMETSP0132,aa,"Keeling et al., 2014",,
544,109239,"Alexandrium margalefi, Strain AMGDE01CS-322",MMETSP0661,aa,"Keeling et al., 2014",,
545,109269,"Vaucheria litorea, Strain CCMP2940",MMETSP0945,aa,"Keeling et al., 2014",,
546,109269,"Vaucheria litorea, Strain CCMP2940",MMETSP0946,aa,"Keeling et al., 2014",,
547,464228,Genus nov. species nov. RCC1024,MMETSP1329,aa,"Keeling et al., 2014",,
548,118079,"Phaeocystis cordata, Strain RCC1383",MMETSP1465,aa,"Keeling et al., 2014",,
549,119497,"Exanthemachrysis gayraliae, Strain RCC1523",MMETSP1464,aa,"Keeling et al., 2014",,
550,122233,"Chaetoceros debilis, Strain MM31A-1",MMETSP0149,aa,"Keeling et al., 2014",,
551,122233,"Chaetoceros debilis, Strain MM31A-1",MMETSP0150,aa,"Keeling et al., 2014",,
552,124430,Phaeomonas parva CCMP2877,MMETSP1163,aa,"Keeling et al., 2014",,
553,126664,Sorites sp.,MMETSP0191,aa,"Keeling et al., 2014",,
554,127549,Calcidiscus leptoporus RCC1130,MMETSP1334,aa,"Keeling et al., 2014",,
555,133427,"Protoceratium reticulatum, Strain CCCM 535 (=CCMP 1889)",MMETSP0228,aa,"Keeling et al., 2014",,
556,1980070,"Unknown Unknown, Strain D1",MMETSP0086,aa,"Keeling et al., 2014",,
557,1980070,"Unknown Unknown, Strain D1",MMETSP0087,aa,"Keeling et al., 2014",,
558,136452,"Filamoeba nolandi, Strain NC-AS-23-1",MMETSP0413,aa,"Keeling et al., 2014",,
559,141414,"Strombidinopsis acuminatum, Strain SPMC142",MMETSP0126,aa,"Keeling et al., 2014",,
560,143672,"Akashiwo sanguinea, Strain CCCM 885",MMETSP0223,aa,"Keeling et al., 2014",,
561,151035,"Euplotes harpa, Strain FSP1.4",MMETSP0213,aa,"Keeling et al., 2014",,
562,156128,"Nephroselmis pyriformis, Strain CCMP717",MMETSP0034,aa,"Keeling et al., 2014",,
563,156131,"Prasinococcus capsulatus, Strain CCMP1194",MMETSP0941,aa,"Keeling et al., 2014",,
564,156133,"Prasinoderma coloniale, Strain CCMP1413",MMETSP0806,aa,"Keeling et al., 2014",,
565,156173,"Chrysochromulina brevifilum, Strain UTEX LB 985",MMETSP1094,aa,"Keeling et al., 2014",,
566,156174,"Chrysochromulina ericina, Strain CCMP281",MMETSP1096,aa,"Keeling et al., 2014",,
567,156230,Karenia brevis Wilson,MMETSP0201,aa,"Keeling et al., 2014",,
568,156230,Karenia brevis Wilson,MMETSP0202,aa,"Keeling et al., 2014",,
569,156230,Karenia brevis SP1,MMETSP0573,aa,"Keeling et al., 2014",,
570,156230,Karenia brevis SP1,MMETSP0574,aa,"Keeling et al., 2014",,
571,156230,"Karenia brevis, Strain CCMP2229",MMETSP0027,aa,"Keeling et al., 2014",,
572,156230,"Karenia brevis, Strain CCMP2229",MMETSP0029,aa,"Keeling et al., 2014",,
573,156230,"Karenia brevis, Strain CCMP2229",MMETSP0030,aa,"Keeling et al., 2014",,
574,156230,"Karenia brevis, Strain CCMP2229",MMETSP0031,aa,"Keeling et al., 2014",,
575,156230,"Karenia brevis, Strain SP3",MMETSP0527,aa,"Keeling et al., 2014",,
576,156230,"Karenia brevis, Strain SP3",MMETSP0528,aa,"Keeling et al., 2014",,
577,156230,"Karenia brevis, Strain Wilson",MMETSP0648,aa,"Keeling et al., 2014",,
578,156230,"Karenia brevis, Strain Wilson",MMETSP0649,aa,"Keeling et al., 2014",,
579,637379,"Thalassiosira oceanica, Strain CCMP1005",MMETSP0970,aa,"Keeling et al., 2014",,
580,637379,"Thalassiosira oceanica, Strain CCMP1005",MMETSP0971,aa,"Keeling et al., 2014",,
581,637379,"Thalassiosira oceanica, Strain CCMP1005",MMETSP0972,aa,"Keeling et al., 2014",,
582,637379,"Thalassiosira oceanica, Strain CCMP1005",MMETSP0973,aa,"Keeling et al., 2014",,
583,160604,"Amphidinium massartii, Strain CS-259",MMETSP0689,aa,"Keeling et al., 2014",,
584,160619,"Glenodinium foliaceum, Strain CCAP 1116/3",MMETSP0118,aa,"Keeling et al., 2014",,
585,160619,"Glenodinium foliaceum, Strain CCAP 1116/3",MMETSP0119,aa,"Keeling et al., 2014",,
586,160619,"Kryptoperidinium foliaceum, Strain CCMP 1326",MMETSP0120,aa,"Keeling et al., 2014",,
587,160619,"Kryptoperidinium foliaceum, Strain CCMP 1326",MMETSP0121,aa,"Keeling et al., 2014",,
588,160621,Lingulodinium polyedrum CCMP 1738,MMETSP1032,aa,"Keeling et al., 2014",,
589,160621,Lingulodinium polyedrum CCMP 1738,MMETSP1033,aa,"Keeling et al., 2014",,
590,160621,Lingulodinium polyedrum CCMP 1738,MMETSP1034,aa,"Keeling et al., 2014",,
591,160621,Lingulodinium polyedrum CCMP 1738,MMETSP1035,aa,"Keeling et al., 2014",,
592,382364,Leptocylindrus CCMP1586,MMETSP1362,aa,"Keeling et al., 2014",,
593,163516,Leptocylindrus danicus var. danicus B650,MMETSP0321,aa,"Keeling et al., 2014",,
594,163516,Leptocylindrus danicus var. apora B651,MMETSP0322,aa,"Keeling et al., 2014",,
595,1561963,Lotharella amoebiformis CCMP2058,MMETSP0042,aa,"Keeling et al., 2014",,
596,172671,"Pinguiococcus pyrenoidosus, Strain CCMP2078",MMETSP1160,aa,"Keeling et al., 2014",,
597,172717,"Bolidomonas pacifica, Strain RCC208",MMETSP1319,aa,"Keeling et al., 2014",,
598,174948,"Symbiodinium sp., Strain CCMP421",MMETSP1110,aa,"Keeling et al., 2014",,
599,180227,"Neoparamoeba aestuarina, Strain SoJaBio B1-5/56/2",MMETSP0161,aa,"Keeling et al., 2014",,
600,181622,Strombidinopsis sp SopsisLIS2011,MMETSP0463,aa,"Keeling et al., 2014",,
601,182087,"Favella ehrenbergii, Strain Fehren 1",MMETSP0123,aa,"Keeling et al., 2014",,
602,183588,"Pseudo-nitzschia fraudulenta, Strain WWA7",MMETSP0850,aa,"Keeling et al., 2014",,
603,183588,"Pseudo-nitzschia fraudulenta, Strain WWA7",MMETSP0851,aa,"Keeling et al., 2014",,
604,183588,"Pseudo-nitzschia fraudulenta, Strain WWA7",MMETSP0852,aa,"Keeling et al., 2014",,
605,183588,"Pseudo-nitzschia fraudulenta, Strain WWA7",MMETSP0853,aa,"Keeling et al., 2014",,
606,186022,Thalassionema frauenfeldii,MMETSP0786,aa,"Keeling et al., 2014",,
607,186038,"Fragilariopsis kerguelensis, Strain L26-C5",MMETSP0733,aa,"Keeling et al., 2014",,
608,186038,"Fragilariopsis kerguelensis, Strain L26-C5",MMETSP0734,aa,"Keeling et al., 2014",,
609,186038,"Fragilariopsis kerguelensis, Strain L26-C5",MMETSP0735,aa,"Keeling et al., 2014",,
610,186038,"Fragilariopsis kerguelensis, Strain L26-C5",MMETSP0736,aa,"Keeling et al., 2014",,
611,186038,"Fragilariopsis kerguelensis, Strain L2-C3",MMETSP0906,aa,"Keeling et al., 2014",,
612,186038,"Fragilariopsis kerguelensis, Strain L2-C3",MMETSP0907,aa,"Keeling et al., 2014",,
613,186038,"Fragilariopsis kerguelensis, Strain L2-C3",MMETSP0908,aa,"Keeling et al., 2014",,
614,186038,"Fragilariopsis kerguelensis, Strain L2-C3",MMETSP0909,aa,"Keeling et al., 2014",,
615,1462468,"Entomoneis sp., Strain CCMP2396",MMETSP1443,aa,"Keeling et al., 2014",,
616,187299,"Undescribed Undescribed, Strain Undescribed",MMETSP1317,aa,"Keeling et al., 2014",,
617,192219,"Heterocapsa arctica, Strain CCMP445",MMETSP1441,aa,"Keeling et al., 2014",,
618,195065,"Chroomonas mesostigmatica_cf, Strain CCMP1168",MMETSP0047,aa,"Keeling et al., 2014",,
619,195067,"Goniomonas pacifica, Strain CCMP1869",MMETSP0107,aa,"Keeling et al., 2014",,
620,195067,"Goniomonas pacifica, Strain CCMP1869",MMETSP0108,aa,"Keeling et al., 2014",,
621,195967,"Crustomastix stigmata, Strain CCMP3273",MMETSP0803,aa,"Keeling et al., 2014",,
622,195969,"Dolichomastix tenuilepis, Strain CCMP3274",MMETSP0033,aa,"Keeling et al., 2014",,
623,197538,"Strombidium inclinatum, Strain S3",MMETSP0208,aa,"Keeling et al., 2014",,
624,1077153,"Paramoeba atlantica, Strain 621/1 / CCAP 1560/9",MMETSP0151,aa,"Keeling et al., 2014",,
625,202472,Aulacoseira subarctica CCAP 1002/5,MMETSP1064,aa,"Keeling et al., 2014",,
626,210454,Grammatophora oceanica,MMETSP0009,aa,"Keeling et al., 2014",,
627,2884791,"Staurosira complex sp., Strain CCMP2646",MMETSP1361,aa,"Keeling et al., 2014",,
628,210618,Striatella unipunctata,MMETSP0800,aa,"Keeling et al., 2014",,
629,210733,"Lessardia elongata, Strain SPMC 104",MMETSP1147,aa,"Keeling et al., 2014",,
630,215587,"Aplanochytrium stocchinoi, Strain GSBS06",MMETSP1346,aa,"Keeling et al., 2014",,
631,215587,"Aplanochytrium stocchinoi, Strain GSBS06",MMETSP1347,aa,"Keeling et al., 2014",,
632,215587,"Aplanochytrium stocchinoi, Strain GSBS06",MMETSP1348,aa,"Keeling et al., 2014",,
633,215587,"Aplanochytrium stocchinoi, Strain GSBS06",MMETSP1349,aa,"Keeling et al., 2014",,
634,216773,Corethron hystrix,MMETSP0010,aa,"Keeling et al., 2014",,
635,216777,"Proboscia alata, Strain PI-D3",MMETSP0174,aa,"Keeling et al., 2014",,
636,216777,"Proboscia alata, Strain PI-D3",MMETSP0176,aa,"Keeling et al., 2014",,
637,216820,Cyclophora tenuis ECT3854,MMETSP0397,aa,"Keeling et al., 2014",,
638,216823,"Skeletonema menzelii, Strain CCMP793",MMETSP0603,aa,"Keeling et al., 2014",,
639,216823,"Skeletonema menzelii, Strain CCMP793",MMETSP0604,aa,"Keeling et al., 2014",,
640,2301597,"Vexillifera sp., Strain DIVA3 564/2",MMETSP0173,aa,"Keeling et al., 2014",,
641,218684,"Corethron pennatum, Strain L29A3",MMETSP0169,aa,"Keeling et al., 2014",,
642,218684,"Corethron pennatum, Strain L29A3",MMETSP0171,aa,"Keeling et al., 2014",,
643,221442,"Coccolithus pelagicus ssp braarudi, Strain PLY182g",MMETSP0164,aa,"Keeling et al., 2014",,
644,223996,Protocruzia adherens Boccale,MMETSP0216,aa,"Keeling et al., 2014",,
645,225041,"Chlamydomonas chlamydogama, Strain SAG 11-48b",MMETSP1392,aa,"Keeling et al., 2014",,
646,227086,"Bigelowiella natans, Strain CCMP623",MMETSP1052,aa,"Keeling et al., 2014",,
647,227086,"Bigelowiella natans, Strain CCMP1259",MMETSP1054,aa,"Keeling et al., 2014",,
648,227086,"Bigelowiella natans, Strain CCMP1258.1",MMETSP1055,aa,"Keeling et al., 2014",,
649,227086,"Bigelowiella natans, Strain CCMP1242",MMETSP1358,aa,"Keeling et al., 2014",,
650,230516,Chaetoceros curvisetus,MMETSP0717,aa,"Keeling et al., 2014",,
651,230516,Chaetoceros curvisetus,MMETSP0718,aa,"Keeling et al., 2014",,
652,230996,"Symbiodinium sp., Strain Mp",MMETSP1122,aa,"Keeling et al., 2014",,
653,230996,"Symbiodinium sp., Strain Mp",MMETSP1123,aa,"Keeling et al., 2014",,
654,230996,"Symbiodinium sp., Strain Mp",MMETSP1124,aa,"Keeling et al., 2014",,
655,230996,"Symbiodinium sp., Strain Mp",MMETSP1125,aa,"Keeling et al., 2014",,
656,233186,"Cryptomonas curvata, Strain CCAP979/52",MMETSP1050,aa,"Keeling et al., 2014",,
657,1411684,"Florenciella sp., Strain RCC1587",MMETSP1324,aa,"Keeling et al., 2014",,
658,464225,"Florenciella sp., Strain RCC1007",MMETSP1325,aa,"Keeling et al., 2014",,
659,236787,Florenciella parvula CCMP2471,MMETSP1344,aa,"Keeling et al., 2014",,
660,236787,"Florenciella parvula, Strain RCC1693",MMETSP1323,aa,"Keeling et al., 2014",,
661,240364,Chaetoceros cf. neogracile RCC1993,MMETSP1336,aa,"Keeling et al., 2014",,
662,240364,"Chaetoceros neogracile, Strain CCMP1317",MMETSP0751,aa,"Keeling et al., 2014",,
663,240364,"Chaetoceros neogracile, Strain CCMP1317",MMETSP0752,aa,"Keeling et al., 2014",,
664,240364,"Chaetoceros neogracile, Strain CCMP1317",MMETSP0753,aa,"Keeling et al., 2014",,
666,242541,"Mayorella sp, Strain BSH-02190019",MMETSP0417,aa,"Keeling et al., 2014",,
667,249345,Picochlorum oklahomensis CCMP2329,MMETSP1161,aa,"Keeling et al., 2014",,
668,259385,Chrysoculter rhomboideus RCC1486,MMETSP1335,aa,"Keeling et al., 2014",,
669,262233,Minchinia chitonis,MMETSP0186,aa,"Keeling et al., 2014",,
670,2608610,Amphiprora sp.,MMETSP1065,aa,"Keeling et al., 2014",,
671,2608610,"Amphiprora sp., Strain CCMP467",MMETSP0724,aa,"Keeling et al., 2014",,
672,2608610,"Amphiprora sp., Strain CCMP467",MMETSP0725,aa,"Keeling et al., 2014",,
673,2608610,"Amphiprora sp., Strain CCMP467",MMETSP0726,aa,"Keeling et al., 2014",,
674,2608610,"Amphiprora sp., Strain CCMP467",MMETSP0727,aa,"Keeling et al., 2014",,
675,265543,Minutocellus polymorphus NH13,MMETSP1070,aa,"Keeling et al., 2014",,
676,265543,"Minutocellus polymorphus, Strain RCC2270",MMETSP1322,aa,"Keeling et al., 2014",,
677,265543,"Minutocellus polymorphus, Strain CCMP3303",MMETSP1434,aa,"Keeling et al., 2014",,
678,265551,Synedropsis recta cf CCMP1620,MMETSP1176,aa,"Keeling et al., 2014",,
679,265554,"Amphora coffeaeformis, Strain CCMP127",MMETSP0316,aa,"Keeling et al., 2014",,
680,265554,"Amphora coffeaeformis, Strain CCMP127",MMETSP0317,aa,"Keeling et al., 2014",,
681,265554,"Amphora coffeaeformis, Strain CCMP127",MMETSP0318,aa,"Keeling et al., 2014",,
682,265564,Thalassiosira punctigera C2,MMETSP1067,aa,"Keeling et al., 2014",,
683,265572,"Extubocellulus spinifer, Strain CCMP396",MMETSP0696,aa,"Keeling et al., 2014",,
684,265572,"Extubocellulus spinifer, Strain CCMP396",MMETSP0697,aa,"Keeling et al., 2014",,
685,265572,"Extubocellulus spinifer, Strain CCMP396",MMETSP0698,aa,"Keeling et al., 2014",,
686,265572,"Extubocellulus spinifer, Strain CCMP396",MMETSP0699,aa,"Keeling et al., 2014",,
687,265584,Stauroneis constricta CCMP1120,MMETSP1352,aa,"Keeling et al., 2014",,
688,267565,"Skeletonema grethea, Strain CCMP 1804",MMETSP0578,aa,"Keeling et al., 2014",,
689,267566,"Skeletonema dohrnii, Strain SkelB",MMETSP0562,aa,"Keeling et al., 2014",,
690,267566,"Skeletonema dohrnii, Strain SkelB",MMETSP0563,aa,"Keeling et al., 2014",,
691,267567,Skeletonema marinoi SM1012Hels-07,MMETSP0319,aa,"Keeling et al., 2014",,
692,267567,Skeletonema marinoi SM1012Den-03,MMETSP0320,aa,"Keeling et al., 2014",,
693,267567,"Skeletonema marinoi, Strain skelA",MMETSP0918,aa,"Keeling et al., 2014",,
694,267567,"Skeletonema marinoi, Strain skelA",MMETSP0920,aa,"Keeling et al., 2014",,
695,267567,"Skeletonema marinoi, Strain FE7",MMETSP1039,aa,"Keeling et al., 2014",,
696,267567,"Skeletonema marinoi, Strain FE60",MMETSP1040,aa,"Keeling et al., 2014",,
697,267567,"Skeletonema marinoi, Strain UNC1201",MMETSP1428,aa,"Keeling et al., 2014",,
698,267983,"Skeletonema japonicum, Strain CCMP2506",MMETSP0593,aa,"Keeling et al., 2014",,
699,268820,"Peridinium aciculiferum, Strain PAER-2",MMETSP0370,aa,"Keeling et al., 2014",,
700,268820,"Peridinium aciculiferum, Strain PAER-2",MMETSP0371,aa,"Keeling et al., 2014",,
701,268821,"Scrippsiella Hangoei, Strain SHTV-5",MMETSP0359,aa,"Keeling et al., 2014",,
702,268821,"Scrippsiella Hangoei, Strain SHTV-5",MMETSP0360,aa,"Keeling et al., 2014",,
703,268821,"Scrippsiella Hangoei, Strain SHTV-5",MMETSP0361,aa,"Keeling et al., 2014",,
704,283647,Mesodinium pulex SPMC105,MMETSP0467,aa,"Keeling et al., 2014",,
705,1203004,"Myrionecta rubra, Strain CCMP2563",MMETSP0798,aa,"Keeling et al., 2014",,
706,284592,"Debaryomyces hansenii, Strain J26",MMETSP0232,aa,"Keeling et al., 2014",,
707,284592,"Debaryomyces hansenii, Strain J26",MMETSP0233,aa,"Keeling et al., 2014",,
708,284592,"Debaryomyces hansenii, Strain J26",MMETSP0234,aa,"Keeling et al., 2014",,
709,284592,"Debaryomyces hansenii, Strain J26",MMETSP0235,aa,"Keeling et al., 2014",,
710,1411660,"Chrysocystis fragilis, Strain CCMP3189",MMETSP1165,aa,"Keeling et al., 2014",,
711,285029,"Togula jolla, Strain CCCM 725",MMETSP0224,aa,"Keeling et al., 2014",,
712,285985,"Gyrodinium dominans, Strain SPMC 103",MMETSP1148,aa,"Keeling et al., 2014",,
713,2558453,"Symbiodinium sp., Strain C1",MMETSP1367,aa,"Keeling et al., 2014",,
714,2558453,"Symbiodinium sp., Strain C1",MMETSP1369,aa,"Keeling et al., 2014",,
715,298111,"Pavlova sp., Strain CCMP459",MMETSP1139,aa,"Keeling et al., 2014",,
716,298111,"Pavlova sp., Strain CCMP459",MMETSP1140,aa,"Keeling et al., 2014",,
717,298111,"Pavlova sp., Strain CCMP459",MMETSP1381,aa,"Keeling et al., 2014",,
718,302021,"Rhodomonas sp., Strain CCMP768",MMETSP1091,aa,"Keeling et al., 2014",,
719,302021,"Rhodomonas sp., Strain CCMP768",MMETSP1389,aa,"Keeling et al., 2014",,
720,1634380,"Pseudokeronopsis sp., Strain OXSARD2",MMETSP0211,aa,"Keeling et al., 2014",,
721,1634380,"Pseudokeronopsis sp., Strain Brazil",MMETSP1396,aa,"Keeling et al., 2014",,
722,311494,"Alexandrium monilatum, Strain CCMP3105",MMETSP0093,aa,"Keeling et al., 2014",,
723,311494,"Alexandrium monilatum, Strain CCMP3105",MMETSP0095,aa,"Keeling et al., 2014",,
724,311494,"Alexandrium monilatum, Strain CCMP3105",MMETSP0096,aa,"Keeling et al., 2014",,
725,311494,"Alexandrium monilatum, Strain CCMP3105",MMETSP0097,aa,"Keeling et al., 2014",,
726,312471,"Neobodo designis, Strain CCAP 1951/1",MMETSP1114,aa,"Keeling et al., 2014",,
727,321610,"Perkinsus chesapeaki, Strain ATCC PRA-65",MMETSP0924,aa,"Keeling et al., 2014",,
728,327068,"Chlamydomonas euryale, Strain CCMP219",MMETSP0063,aa,"Keeling et al., 2014",,
729,327968,"Alexandrium andersonii, Strain CCMP2222",MMETSP1436,aa,"Keeling et al., 2014",,
730,340204,Lankesteria abbottii Grappler Inlet BC,MMETSP0372,aa,"Keeling et al., 2014",,
731,342563,Fabrea Fabrea salina,MMETSP1345,aa,"Keeling et al., 2014",,
732,348535,"Alveolata sp., Strain CCMP3155",MMETSP0288,aa,"Keeling et al., 2014",,
733,354590,"Rhodomonas lens, Strain RHODO",MMETSP0484,aa,"Keeling et al., 2014",,
734,374047,"Helicotheca tamensis, Strain CCMP826",MMETSP1171,aa,"Keeling et al., 2014",,
735,377605,"Symbiodinium sp., Strain C15",MMETSP1370,aa,"Keeling et al., 2014",,
736,377605,"Symbiodinium sp., Strain C15",MMETSP1371,aa,"Keeling et al., 2014",,
737,385413,"Thalassiosira miniscula, Strain CCMP1093",MMETSP0737,aa,"Keeling et al., 2014",,
738,385413,"Thalassiosira miniscula, Strain CCMP1093",MMETSP0738,aa,"Keeling et al., 2014",,
739,385413,"Thalassiosira miniscula, Strain CCMP1093",MMETSP0739,aa,"Keeling et al., 2014",,
740,385413,"Thalassiosira miniscula, Strain CCMP1093",MMETSP0740,aa,"Keeling et al., 2014",,
741,400756,"Durinskia baltica, Strain CSIRO CS-38",MMETSP0116,aa,"Keeling et al., 2014",,
742,400756,"Durinskia baltica, Strain CSIRO CS-38",MMETSP0117,aa,"Keeling et al., 2014",,
743,407301,"Karlodinium micrum, Strain CCMP2283",MMETSP1015,aa,"Keeling et al., 2014",,
744,407301,"Karlodinium micrum, Strain CCMP2283",MMETSP1016,aa,"Keeling et al., 2014",,
745,407301,"Karlodinium micrum, Strain CCMP2283",MMETSP1017,aa,"Keeling et al., 2014",,
746,412157,Chrysochromulina rotalis UIO044,MMETSP0287,aa,"Keeling et al., 2014",,
747,418940,Scyphosphaera apsteinii RCC1455,MMETSP1333,aa,"Keeling et al., 2014",,
748,420259,"Thalassiosira gravida, Strain GMp14c1",MMETSP0492,aa,"Keeling et al., 2014",,
749,420259,"Thalassiosira gravida, Strain GMp14c1",MMETSP0493,aa,"Keeling et al., 2014",,
750,420259,"Thalassiosira gravida, Strain GMp14c1",MMETSP0494,aa,"Keeling et al., 2014",,
751,420261,"Thalassiosira antarctica, Strain CCMP982",MMETSP0902,aa,"Keeling et al., 2014",,
752,420261,"Thalassiosira antarctica, Strain CCMP982",MMETSP0903,aa,"Keeling et al., 2014",,
753,420261,"Thalassiosira antarctica, Strain CCMP982",MMETSP0904,aa,"Keeling et al., 2014",,
754,420261,"Thalassiosira antarctica, Strain CCMP982",MMETSP0905,aa,"Keeling et al., 2014",,
755,420275,"Attheya septentrionalis, Strain CCMP2084",MMETSP1449,aa,"Keeling et al., 2014",,
756,420281,"Proboscia inermis, Strain CCAP1064/1",MMETSP0816,aa,"Keeling et al., 2014",,
757,420556,"Ochromonas sp., Strain CCMP1393",MMETSP0004,aa,"Keeling et al., 2014",,
758,420556,"Ochromonas sp., Strain CCMP1393",MMETSP0005,aa,"Keeling et al., 2014",,
759,420782,"Chaetoceros dichaeta, Strain CCMP1751",MMETSP1447,aa,"Keeling et al., 2014",,
760,426623,"Chaetoceros affinis, Strain CCMP159",MMETSP0088,aa,"Keeling et al., 2014",,
761,426623,"Chaetoceros affinis, Strain CCMP159",MMETSP0090,aa,"Keeling et al., 2014",,
762,426623,"Chaetoceros affinis, Strain CCMP159",MMETSP0091,aa,"Keeling et al., 2014",,
763,426623,"Chaetoceros affinis, Strain CCMP159",MMETSP0092,aa,"Keeling et al., 2014",,
764,426625,"Chaetoceros brevis, Strain CCMP164",MMETSP1435,aa,"Keeling et al., 2014",,
765,439317,"Gambierdiscus australes, Strain CAWD 149",MMETSP0766,aa,"Keeling et al., 2014",,
766,447022,"Scrippsiella hangoei-like, Strain SHHI-4",MMETSP0367,aa,"Keeling et al., 2014",,
767,447022,"Scrippsiella hangoei-like, Strain SHHI-4",MMETSP0368,aa,"Keeling et al., 2014",,
768,447022,"Scrippsiella hangoei-like, Strain SHHI-4",MMETSP0369,aa,"Keeling et al., 2014",,
769,462645,"Symbiodinium sp., Strain D1a",MMETSP1377,aa,"Keeling et al., 2014",,
770,1411623,Genus nov. species nov. RCC2339,MMETSP1310,aa,"Keeling et al., 2014",,
771,1606511,"Genus nov. species nov., Strain RCC998",MMETSP1309,aa,"Keeling et al., 2014",,
772,464258,"Genus nov. species nov., Strain RCC856",MMETSP1311,aa,"Keeling et al., 2014",,
773,1461544,"Genus nov. species nov., Strain RCC2335",MMETSP1312,aa,"Keeling et al., 2014",,
774,464278,"Picochlorum sp., Strain RCC944",MMETSP1330,aa,"Keeling et al., 2014",,
775,464988,Hemiselmis andersenii CCMP644,MMETSP0043,aa,"Keeling et al., 2014",,
776,464988,"Hemiselmis andersenii, Strain CCMP439",MMETSP1041,aa,"Keeling et al., 2014",,
777,464988,"Hemiselmis andersenii, Strain CCMP1180",MMETSP1042,aa,"Keeling et al., 2014",,
778,464988,"Hemiselmis andersenii, Strain CCMP441",MMETSP1043,aa,"Keeling et al., 2014",,
779,464990,"Hemiselmis tepida, Strain CCMP443",MMETSP1355,aa,"Keeling et al., 2014",,
780,476441,Pseudo-nitzschia heimii,MMETSP1423,aa,"Keeling et al., 2014",,
781,483367,"non described non described, Strain CCMP 2436",MMETSP0982,aa,"Keeling et al., 2014",,
782,483367,"non described non described, Strain CCMP 2436",MMETSP0983,aa,"Keeling et al., 2014",,
783,483367,"non described non described, Strain CCMP 2436",MMETSP0984,aa,"Keeling et al., 2014",,
784,483367,"non described non described, Strain CCMP 2436",MMETSP0985,aa,"Keeling et al., 2014",,
785,483369,"non described non described, Strain CCMP2098",MMETSP0990,aa,"Keeling et al., 2014",,
786,483369,"non described non described, Strain CCMP2098",MMETSP0991,aa,"Keeling et al., 2014",,
787,483369,"non described non described, Strain CCMP2098",MMETSP0992,aa,"Keeling et al., 2014",,
788,483369,"non described non described, Strain CCMP2098",MMETSP0993,aa,"Keeling et al., 2014",,
789,483370,"non described non described, Strain CCMP2097",MMETSP0974,aa,"Keeling et al., 2014",,
790,483370,"non described non described, Strain CCMP2097",MMETSP0975,aa,"Keeling et al., 2014",,
791,483370,"non described non described, Strain CCMP2097",MMETSP0976,aa,"Keeling et al., 2014",,
792,483370,"non described non described, Strain CCMP2097",MMETSP0977,aa,"Keeling et al., 2014",,
793,483371,"non described non described, Strain CCMP2298",MMETSP1141,aa,"Keeling et al., 2014",,
794,483371,"non described non described, Strain CCMP2298",MMETSP1142,aa,"Keeling et al., 2014",,
795,483371,"non described non described, Strain CCMP2298",MMETSP1143,aa,"Keeling et al., 2014",,
796,483371,"non described non described, Strain CCMP2298",MMETSP1144,aa,"Keeling et al., 2014",,
797,485358,Aristerstoma sp. ATCC 50986,MMETSP0125,aa,"Keeling et al., 2014",,
798,498008,Pessonella sp.,MMETSP0420,aa,"Keeling et al., 2014",,
799,498012,"Trichosphaerium sp, Strain Am-I-7 wt",MMETSP0405,aa,"Keeling et al., 2014",,
800,1169474,"Chromera velia, Strain CCMP2878",MMETSP0290,aa,"Keeling et al., 2014",,
801,515479,"Licmophora paradoxa, Strain CCMP2313",MMETSP1360,aa,"Keeling et al., 2014",,
802,515487,Stephanopyxis turris,MMETSP0794,aa,"Keeling et al., 2014",,
803,536046,"Heterosigma akashiwo, Strain CCMP 452",MMETSP0894,aa,"Keeling et al., 2014",,
804,536046,"Heterosigma akashiwo, Strain CCMP 452",MMETSP0895,aa,"Keeling et al., 2014",,
805,536046,"Heterosigma akashiwo, Strain CCMP 452",MMETSP0896,aa,"Keeling et al., 2014",,
806,536046,"Heterosigma akashiwo, Strain CCMP 452",MMETSP0897,aa,"Keeling et al., 2014",,
807,536047,Heterosigma akashiwo CCMP3107,MMETSP0409,aa,"Keeling et al., 2014",,
808,536047,Heterosigma akashiwo CCMP3107,MMETSP0410,aa,"Keeling et al., 2014",,
809,536047,Heterosigma akashiwo CCMP3107,MMETSP0411,aa,"Keeling et al., 2014",,
810,536047,Heterosigma akashiwo NB,MMETSP0414,aa,"Keeling et al., 2014",,
811,536047,Heterosigma akashiwo NB,MMETSP0415,aa,"Keeling et al., 2014",,
