candidate_id,accepted,ref_id,marferret_name,tax_id,NCBI_tax_name,original_taxID,source_name,alias,data_source,source_filename,source_reference,source_link,ref_link,ref_doi,n_seqs_raw,status,taxID_notes,FLAG,HCLUST_FLAG,FLAG_Lasek-Nesselquist,FLAG_VanVlierberghe
496,Y,233,Cyanoptyche_gloeocystis,77922,Cyanoptyche gloeocystis,77921,Cyanoptyche gloeocystis  Strain SAG4.97,MMETSP1086,MMETSP,MMETSP1086.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,16274,Updated,from MMETSP metadata,NA,NA,NA,NA
497,N,NA,Hemiselmis_rufescens,77926,Hemiselmis rufescens,77926,Hemiselmis rufescens Strain PCC563,MMETSP1357,MMETSP,MMETSP1357.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,49896,Unchanged,from MMETSP metadata,CONTAM,NA,NA,MID_CONTAM
498,N,NA,Hemiselmis_virescens,77927,Hemiselmis virescens,77927,Hemiselmis virescens Strain PCC157,MMETSP1356,MMETSP,MMETSP1356.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,33505,Unchanged,from MMETSP metadata,CONTAM,NA,NA,MID_CONTAM
499,Y,234,Proteomonas_sulcata,77928,Proteomonas sulcata,77928,Proteomonas sulcata Strain CCMP704,MMETSP1049,MMETSP,MMETSP1049.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,41238,Unchanged,from MMETSP metadata,NA,NA,NA,NA
500,N,NA,Acanthoeca_sp,2618734,unclassified Acanthoeca,81532,Acanthoeca-like sp. Strain 10tr,MMETSP0105,MMETSP,MMETSP0105.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,37051,Updated,from MMETSP metadata,CONTAM,unexpected placement,NA,NA
501,N,NA,Acanthoeca_sp,2618734,unclassified Acanthoeca,81532,Acanthoeca-like sp. Strain 10tr,MMETSP0106,MMETSP,MMETSP0106.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,38133,Updated,from MMETSP metadata,CONTAM,unexpected placement,NA,NA
502,Y,235,Mantoniella_antarctica,81844,Mantoniella antarctica,81844,Mantoniella antarctica Strain SL-175,MMETSP1106,MMETSP,MMETSP1106.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,34278,Unchanged,from MMETSP metadata,NA,NA,NA,NA
503,Y,236,Detonula_confervacea,83371,Detonula confervacea,83371,Detonula confervacea,MMETSP1058,MMETSP,MMETSP1058.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,31435,Unchanged,from MMETSP metadata,NA,NA,NA,NA
504,Y,237,Aurantiochytrium_limacinum_ATCC_MYA-1381,717989,Aurantiochytrium limacinum ATCC MYA-1381,87120,Aurantiochytrium limacinum Strain ATCCMYA-1381,MMETSP0958,MMETSP,MMETSP0958.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,18547,Updated,from MMETSP metadata,NA,NA,NA,NA
505,Y,238,Aurantiochytrium_limacinum_ATCC_MYA-1381,717989,Aurantiochytrium limacinum ATCC MYA-1381,87120,Aurantiochytrium limacinum Strain ATCCMYA-1381,MMETSP0959,MMETSP,MMETSP0959.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,18996,Updated,from MMETSP metadata,NA,NA,NA,NA
506,Y,239,Aurantiochytrium_limacinum_ATCC_MYA-1381,717989,Aurantiochytrium limacinum ATCC MYA-1381,87120,Aurantiochytrium limacinum Strain ATCCMYA-1381,MMETSP0960,MMETSP,MMETSP0960.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,18108,Updated,from MMETSP metadata,NA,NA,NA,NA
507,Y,240,Aurantiochytrium_limacinum_ATCC_MYA-1381,717989,Aurantiochytrium limacinum ATCC MYA-1381,87120,Aurantiochytrium limacinum Strain ATCCMYA-1381,MMETSP0961,MMETSP,MMETSP0961.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,18450,Updated,from MMETSP metadata,NA,NA,NA,NA
508,Y,241,Picocystis_salinarum,88271,Picocystis salinarum,88271,Picocystis salinarum,MMETSP1159,MMETSP,MMETSP1159.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,14186,Unchanged,from MMETSP metadata,NA,NA,NA,NA
509,Y,242,Picocystis_salinarum,88271,Picocystis salinarum,88271,Picocystis salinarum Strain CCMP1897,MMETSP0807,MMETSP,MMETSP0807.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,25647,Unchanged,from MMETSP metadata,NA,NA,NA,NA
510,Y,243,Amoebophrya_sp,88552,Amoebophrya sp.,88552,Amoebophrya sp. Strain Ameob2,MMETSP0795,MMETSP,MMETSP0795.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,25502,Unchanged,from MMETSP metadata,NA,NA,NA,NA
511,N,NA,Spumella_elongata,89044,Spumella elongata,89044,Spumella elongata Strain CCAP 955/1,MMETSP1098,MMETSP,MMETSP1098.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,49133,Unchanged,from MMETSP metadata,CONTAM,NA,NA,HIGH_CONTAM
512,Y,244,Polarella_glacialis,89957,Polarella glacialis,89957,Polarella glacialis CCMP 1383,MMETSP0227,MMETSP,MMETSP0227.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,78466,Unchanged,from MMETSP metadata,NA,NA,NA,NA
513,Y,245,Polarella_glacialis,89957,Polarella glacialis,89957,Polarella glacialis Strain CCMP2088,MMETSP1440,MMETSP,MMETSP1440.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,54373,Unchanged,from MMETSP metadata,NA,NA,NA,NA
514,Y,246,Heterocapsa_rotundata,89963,Heterocapsa rotundata,89963,Heterocapsa rotundata Strain SCCAP K-0483,MMETSP0503,MMETSP,MMETSP0503.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,83530,Unchanged,from MMETSP metadata,NA,NA,NA,NA
515,Y,247,Lotharella_globosa,91324,Lotharella globosa,91324,Lotharella globosa LEX01,MMETSP0041,MMETSP,MMETSP0041.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,35356,Unchanged,from MMETSP metadata,NA,NA,NA,NA
516,Y,248,Lotharella_globosa,91324,Lotharella globosa,91324,Lotharella globosa Strain CCCM811,MMETSP0111,MMETSP,MMETSP0111.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,32383,Unchanged,from MMETSP metadata,NA,NA,NA,NA
517,Y,249,Lotharella_globosa,91324,Lotharella globosa,91324,Lotharella globosa Strain CCCM811,MMETSP0112,MMETSP,MMETSP0112.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,18986,Unchanged,from MMETSP metadata,NA,NA,NA,NA
518,Y,250,Norrisiella_sphaerica,552664,Norrisiella sphaerica,91329,Norrisiella sphaerica Strain BC52,MMETSP0113,MMETSP,MMETSP0113.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,23741,Updated,from MMETSP metadata,NA,NA,NA,NA
519,Y,251,Bolidomonas_sp_RCC2347,1606585,Bolidomonas sp. RCC2347,91990,Bolidomonas sp. Strain RCC2347,MMETSP1320,MMETSP,MMETSP1320.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,24455,Updated,from MMETSP metadata,NA,NA,NA,NA
520,Y,252,Bolidomonas_sp_RCC1657,1411661,Bolidomonas sp. 1657,91990,Bolidomonas sp. Strain RCC1657,MMETSP1321,MMETSP,MMETSP1321.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,26354,Updated,from MMETSP metadata,NA,NA,NA,NA
521,Y,253,Triparma_pacifica,91992,Triparma pacifica,91992,Bolidomonas pacifica CCMP 1866,MMETSP0785,MMETSP,MMETSP0785.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,23355,Unchanged,from MMETSP metadata,NA,NA,NA,NA
522,Y,254,Fibrocapsa_japonica,94617,Fibrocapsa japonica,94617,Fibrocapsa japonica CCMP1661,MMETSP1339,MMETSP,MMETSP1339.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,16937,Unchanged,from MMETSP metadata,NA,NA,NA,NA
523,Y,255,Vannella_sp,1973054,Vannella sp.,95228,Vannella n. sp. DIVA3 517/6/12,MMETSP0168,MMETSP,MMETSP0168.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,37165,Updated,from MMETSP metadata,NA,NA,NA,NA
524,Y,256,Vannella_robusta,1487602,Vannella robusta,95228,Vannella robusta Strain DIVA3 518/3/11/1/6,MMETSP0166,MMETSP,MMETSP0166.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,22573,Updated,from MMETSP metadata,NA,NA,NA,NA
525,N,NA,unclassified_Labyrinthulomycetes_QPX,96639,labyrinthulid quahog parasite QPX,96639,labyrinthulid quahog parasite QPX Strain NY0313808BC1,MMETSP0098,MMETSP,MMETSP0098.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,35445,Unchanged,from MMETSP metadata,CONTAM,NA,NA,HIGH_CONTAM
526,Y,257,unclassified_Labyrinthulomycetes_QPX,96639,labyrinthulid quahog parasite QPX,96639,labyrinthulid quahog parasite QPX Strain NY0313808BC1,MMETSP0099,MMETSP,MMETSP0099.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,15028,Unchanged,from MMETSP metadata,NA,NA,NA,NA
527,Y,258,unclassified_Labyrinthulomycetes_QPX,96639,labyrinthulid quahog parasite QPX,96639,labyrinthulid quahog parasite QPX Strain NY0313808BC1,MMETSP0100,MMETSP,MMETSP0100.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,18350,Unchanged,from MMETSP metadata,NA,NA,NA,NA
528,N,NA,unclassified_Labyrinthulomycetes_QPX,96639,labyrinthulid quahog parasite QPX,96639,Undescribed Undescribed Strain NY07348D,MMETSP1433,MMETSP,MMETSP1433.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,27100,Unchanged,from MMETSP metadata,CONTAM,NA,NA,HIGH_CONTAM
529,Y,259,Chromulina_nebulosa,96789,Chromulina nebulosa,96789,Chromulina nebulosa Strain UTEXLB2642,MMETSP1095,MMETSP,MMETSP1095.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,20826,Unchanged,from MMETSP metadata,NA,NA,NA,NA
530,N,NA,Prymnesium_parvum,97485,Prymnesium parvum,97485,Prymnesium parvum Texoma1,MMETSP0008,MMETSP,MMETSP0008.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,48161,Unchanged,from MMETSP metadata,CONTAM,NA,NA,MID_CONTAM
531,Y,260,Prymnesium_parvum,97485,Prymnesium parvum,97485,Prymnesium parvum Strain Texoma1,MMETSP0006,MMETSP,MMETSP0006.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,42659,Unchanged,from MMETSP metadata,NA,NA,NA,NA
532,Y,261,Prymnesium_parvum,97485,Prymnesium parvum,97485,Prymnesium parvum Strain Texoma1,MMETSP0007,MMETSP,MMETSP0007.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,17585,Unchanged,from MMETSP metadata,NA,NA,NA,NA
533,Y,262,Prymnesium_parvum,97485,Prymnesium parvum,97485,Prymnesium parvum Strain Texoma1,MMETSP0814,MMETSP,MMETSP0814.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,27070,Unchanged,from MMETSP metadata,NA,NA,NA,NA
534,N,NA,Prymnesium_parvum,97485,Prymnesium parvum,97485,Prymnesium parvum Strain Texoma1,MMETSP0815,MMETSP,MMETSP0815.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,47716,Unchanged,from MMETSP metadata,CONTAM,NA,NA,MID_CONTAM
535,Y,263,Prymnesium_parvum,97485,Prymnesium parvum,97485,Prymnesium parvum Strain Texoma1,MMETSP1083,MMETSP,MMETSP1083.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,41713,Unchanged,from MMETSP metadata,NA,NA,NA,NA
536,N,NA,Dicrateria_rotunda,2703868,Dicrateria rotunda,97495,Imantonia sp. Strain RCC918,MMETSP1474,MMETSP,MMETSP1474.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,34763,Updated,from MMETSP metadata,CONTAM,NA,NA,HIGH_CONTAM
537,Y,264,Dinobryon_sp,1955563,Dinobryon sp.,98059,Dinobryon sp. Strain UTEXLB2267,MMETSP0019,MMETSP,MMETSP0019.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,28227,Updated,from MMETSP metadata,NA,NA,NA,NA
538,Y,265,Dinobryon_sp,1955563,Dinobryon sp.,98059,Dinobryon sp. Strain UTEXLB2267,MMETSP0020,MMETSP,MMETSP0020.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,28307,Updated,from MMETSP metadata,NA,NA,NA,NA
539,Y,266,Dinobryon_sp,1955563,Dinobryon sp.,98059,Dinobryon sp. Strain UTEXLB2267,MMETSP0812,MMETSP,MMETSP0812.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,25317,Updated,from MMETSP metadata,NA,NA,NA,NA
540,Y,267,unclassified_eukaryote,100272,uncultured eukaryote,100272,Unidentified sp. Strain CCMP1999,MMETSP1475,MMETSP,MMETSP1475.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,15731,Unchanged,from MMETSP metadata,NA,NA,NA,NA
541,Y,268,Rhodosorus_marinus,101924,Rhodosorus marinus,101924,Rhodosorus marinus CCMP 769,MMETSP0011,MMETSP,MMETSP0011.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,81768,Unchanged,from MMETSP metadata,NA,NA,NA,NA
542,Y,269,Rhodosorus_marinus,101924,Rhodosorus marinus,101924,Rhodosorus marinus Strain UTEX LB 2760,MMETSP0315,MMETSP,MMETSP0315.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,19171,Unchanged,from MMETSP metadata,NA,NA,NA,NA
543,Y,270,Symbiodinium_kawagutii,104179,Symbiodinium kawagutii,104179,Symbiodinium kawagutii Strain CCMP2468,MMETSP0132,MMETSP,MMETSP0132.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,9350,Unchanged,from MMETSP metadata,NA,NA,NA,NA
544,Y,271,Alexandrium_margalefi,109239,Alexandrium margalefii,109239,Alexandrium margalefi Strain AMGDE01CS-322,MMETSP0661,MMETSP,MMETSP0661.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,171844,Unchanged,from MMETSP metadata,NA,NA,NA,NA
545,N,NA,Vaucheria_litorea,109269,Vaucheria litorea,109269,Vaucheria litorea Strain CCMP2940,MMETSP0945,MMETSP,MMETSP0945.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,17693,Unchanged,from MMETSP metadata,CONTAM,NA,NA,MID_CONTAM
546,N,NA,Vaucheria_litorea,109269,Vaucheria litorea,109269,Vaucheria litorea Strain CCMP2940,MMETSP0946,MMETSP,MMETSP0946.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,16299,Unchanged,from MMETSP metadata,CONTAM,NA,NA,MID_CONTAM
547,Y,272,Pelagophyceae_sp_RCC1024,464228,Pelagophyceae sp. RCC1024,114041,Genus nov. species nov. RCC1024,MMETSP1329,MMETSP,MMETSP1329.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,35811,Updated,from MMETSP metadata,NA,NA,NA,NA
548,N,NA,Phaeocystis_cordata,118079,Phaeocystis cordata,118079,Phaeocystis cordata Strain RCC1383,MMETSP1465,MMETSP,MMETSP1465.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,16787,Unchanged,from MMETSP metadata,CONTAM,unexpected placement,NA,HIGH_CONTAM
549,Y,273,Exanthemachrysis_gayraliae,119497,Exanthemachrysis gayraliae,119497,Exanthemachrysis gayraliae Strain RCC1523,MMETSP1464,MMETSP,MMETSP1464.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,32567,Unchanged,from MMETSP metadata,NA,NA,NA,NA
550,Y,274,Chaetoceros_debilis,122233,Chaetoceros debilis,122233,Chaetoceros debilis Strain MM31A-1,MMETSP0149,MMETSP,MMETSP0149.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,22978,Unchanged,from MMETSP metadata,NA,NA,NA,NA
551,Y,275,Chaetoceros_debilis,122233,Chaetoceros debilis,122233,Chaetoceros debilis Strain MM31A-1,MMETSP0150,MMETSP,MMETSP0150.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,25586,Unchanged,from MMETSP metadata,NA,NA,NA,NA
552,Y,276,Phaeomonas_parva,124430,Phaeomonas parva,124430,Phaeomonas parva CCMP2877,MMETSP1163,MMETSP,MMETSP1163.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,52456,Unchanged,from MMETSP metadata,NA,NA,NA,NA
553,N,NA,Sorites_sp,126664,Sorites sp.,126664,Sorites sp.,MMETSP0191,MMETSP,MMETSP0191.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,80508,Unchanged,from MMETSP metadata,CONTAM,unexpected placement,NA,HIGH_CONTAM
554,Y,277,Calcidiscus_leptoporus,127549,Calcidiscus leptoporus,127549,Calcidiscus leptoporus RCC1130,MMETSP1334,MMETSP,MMETSP1334.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,45163,Unchanged,from MMETSP metadata,NA,NA,NA,NA
555,Y,278,Protoceratium_reticulatum,133427,Protoceratium reticulatum,133427,Protoceratium reticulatum Strain CCCM 535 (=CCMP 1889),MMETSP0228,MMETSP,MMETSP0228.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,113452,Unchanged,from MMETSP metadata,NA,NA,NA,NA
556,Y,279,Cercozoa_sp,1980070,Cercozoa sp.,136419,Unknown Unknown Strain D1,MMETSP0086,MMETSP,MMETSP0086.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,22320,Updated,from MMETSP metadata,NA,NA,NA,NA
557,Y,280,Cercozoa_sp,1980070,Cercozoa sp.,136419,Unknown Unknown Strain D1,MMETSP0087,MMETSP,MMETSP0087.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,46325,Updated,from MMETSP metadata,NA,NA,NA,NA
558,Y,281,Filamoeba_nolandi,136452,Filamoeba nolandi,136452,Filamoeba nolandi Strain NC-AS-23-1,MMETSP0413,MMETSP,MMETSP0413.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,27864,Unchanged,from MMETSP metadata,NA,NA,NA,NA
