ref_id,marferret_name,tax_id,lineage,candidate_id,data_type,data_source,pub_year,source_filename,seq_type,n_seqs_raw,aa_fasta,source_name,alias,source_reference,source_link,ref_link,ref_doi
411,Debaryomyces_hansenii_CBS767,284592,fungus,708,TSA,MMETSP,2014,MMETSP0234.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,9012,708_Debaryomyces_hansenii_CBS767.faa,"Debaryomyces hansenii, Strain J26",MMETSP0234,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
412,Debaryomyces_hansenii_CBS767,284592,fungus,709,TSA,MMETSP,2014,MMETSP0235.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,7532,709_Debaryomyces_hansenii_CBS767.faa,"Debaryomyces hansenii, Strain J26",MMETSP0235,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
413,Chrysocystis_fragilis,1411660,ochrophyte,710,TSA,MMETSP,2014,MMETSP1165.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32101,710_Chrysocystis_fragilis.faa,"Chrysocystis fragilis, Strain CCMP3189",MMETSP1165,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
414,Togula_jolla,285029,dinoflagellate,711,TSA,MMETSP,2014,MMETSP0224.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,63482,711_Togula_jolla.faa,"Togula jolla, Strain CCCM 725",MMETSP0224,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
415,Pavlova_sp_CCMP459,298111,haptophyte,715,TSA,MMETSP,2014,MMETSP1139.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,25636,715_Pavlova_sp_CCMP459.faa,"Pavlova sp., Strain CCMP459",MMETSP1139,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
416,Pavlova_sp_CCMP459,298111,haptophyte,716,TSA,MMETSP,2014,MMETSP1140.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,26497,716_Pavlova_sp_CCMP459.faa,"Pavlova sp., Strain CCMP459",MMETSP1140,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
417,Pavlova_sp_CCMP459,298111,haptophyte,717,TSA,MMETSP,2014,MMETSP1381.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,17512,717_Pavlova_sp_CCMP459.faa,"Pavlova sp., Strain CCMP459",MMETSP1381,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
418,Rhodomonas_sp,302021,cryptophyte,718,TSA,MMETSP,2014,MMETSP1091.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,38769,718_Rhodomonas_sp.faa,"Rhodomonas sp., Strain CCMP768",MMETSP1091,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
419,Rhodomonas_sp,302021,cryptophyte,719,TSA,MMETSP,2014,MMETSP1389.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,41363,719_Rhodomonas_sp.faa,"Rhodomonas sp., Strain CCMP768",MMETSP1389,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
420,Alexandrium_monilatum,311494,dinoflagellate,722,TSA,MMETSP,2014,MMETSP0093.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,116040,722_Alexandrium_monilatum.faa,"Alexandrium monilatum, Strain CCMP3105",MMETSP0093,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
421,Alexandrium_monilatum,311494,dinoflagellate,723,TSA,MMETSP,2014,MMETSP0095.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,123120,723_Alexandrium_monilatum.faa,"Alexandrium monilatum, Strain CCMP3105",MMETSP0095,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
422,Alexandrium_monilatum,311494,dinoflagellate,724,TSA,MMETSP,2014,MMETSP0096.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,120231,724_Alexandrium_monilatum.faa,"Alexandrium monilatum, Strain CCMP3105",MMETSP0096,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
423,Alexandrium_monilatum,311494,dinoflagellate,725,TSA,MMETSP,2014,MMETSP0097.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,129825,725_Alexandrium_monilatum.faa,"Alexandrium monilatum, Strain CCMP3105",MMETSP0097,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
424,Neobodo_designis,312471,other,726,TSA,MMETSP,2014,MMETSP1114.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,62912,726_Neobodo_designis.faa,"Neobodo designis, Strain CCAP 1951/1",MMETSP1114,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
425,Perkinsus_chesapeaki_ATCC_PRA-65,321610,alveolate,727,TSA,MMETSP,2014,MMETSP0924.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18692,727_Perkinsus_chesapeaki_ATCC_PRA-65.faa,"Perkinsus chesapeaki, Strain ATCC PRA-65",MMETSP0924,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
426,Chlamydomonas_sp_CCMP219,327068,chlorophyte,728,TSA,MMETSP,2014,MMETSP0063.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,37233,728_Chlamydomonas_sp_CCMP219.faa,"Chlamydomonas euryale, Strain CCMP219",MMETSP0063,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
427,Alexandrium_andersonii,327968,dinoflagellate,729,TSA,MMETSP,2014,MMETSP1436.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,80901,729_Alexandrium_andersonii.faa,"Alexandrium andersonii, Strain CCMP2222",MMETSP1436,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
428,Rhodomonas_lens,354590,cryptophyte,733,TSA,MMETSP,2014,MMETSP0484.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,56677,733_Rhodomonas_lens.faa,"Rhodomonas lens, Strain RHODO",MMETSP0484,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
429,Helicotheca_tamensis,374047,diatom,734,TSA,MMETSP,2014,MMETSP1171.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,16089,734_Helicotheca_tamensis.faa,"Helicotheca tamensis, Strain CCMP826",MMETSP1171,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
430,Thalassiosira_miniscula,385413,diatom,737,TSA,MMETSP,2014,MMETSP0737.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,44617,737_Thalassiosira_miniscula.faa,"Thalassiosira miniscula, Strain CCMP1093",MMETSP0737,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
431,Thalassiosira_miniscula,385413,diatom,738,TSA,MMETSP,2014,MMETSP0738.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,28002,738_Thalassiosira_miniscula.faa,"Thalassiosira miniscula, Strain CCMP1093",MMETSP0738,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
432,Thalassiosira_miniscula,385413,diatom,739,TSA,MMETSP,2014,MMETSP0739.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,36904,739_Thalassiosira_miniscula.faa,"Thalassiosira miniscula, Strain CCMP1093",MMETSP0739,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
433,Thalassiosira_miniscula,385413,diatom,740,TSA,MMETSP,2014,MMETSP0740.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,25222,740_Thalassiosira_miniscula.faa,"Thalassiosira miniscula, Strain CCMP1093",MMETSP0740,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
434,Durinskia_baltica,400756,dinoflagellate,741,TSA,MMETSP,2014,MMETSP0116.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,125873,741_Durinskia_baltica.faa,"Durinskia baltica, Strain CSIRO CS-38",MMETSP0116,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
435,Karlodinium_micrum,407301,dinoflagellate,743,TSA,MMETSP,2014,MMETSP1015.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,101339,743_Karlodinium_micrum.faa,"Karlodinium micrum, Strain CCMP2283",MMETSP1015,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
436,Karlodinium_micrum,407301,dinoflagellate,744,TSA,MMETSP,2014,MMETSP1016.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,102445,744_Karlodinium_micrum.faa,"Karlodinium micrum, Strain CCMP2283",MMETSP1016,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
437,Karlodinium_micrum,407301,dinoflagellate,745,TSA,MMETSP,2014,MMETSP1017.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,100494,745_Karlodinium_micrum.faa,"Karlodinium micrum, Strain CCMP2283",MMETSP1017,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
438,Chrysochromulina_rotalis,412157,haptophyte,746,TSA,MMETSP,2014,MMETSP0287.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,49880,746_Chrysochromulina_rotalis.faa,Chrysochromulina rotalis UIO044,MMETSP0287,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
439,Scyphosphaera_apsteinii,418940,haptophyte,747,TSA,MMETSP,2014,MMETSP1333.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,57950,747_Scyphosphaera_apsteinii.faa,Scyphosphaera apsteinii RCC1455,MMETSP1333,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
440,Thalassiosira_gravida,420259,diatom,748,TSA,MMETSP,2014,MMETSP0492.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,20238,748_Thalassiosira_gravida.faa,"Thalassiosira gravida, Strain GMp14c1",MMETSP0492,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
441,Thalassiosira_gravida,420259,diatom,749,TSA,MMETSP,2014,MMETSP0493.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,30253,749_Thalassiosira_gravida.faa,"Thalassiosira gravida, Strain GMp14c1",MMETSP0493,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
442,Thalassiosira_gravida,420259,diatom,750,TSA,MMETSP,2014,MMETSP0494.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,29979,750_Thalassiosira_gravida.faa,"Thalassiosira gravida, Strain GMp14c1",MMETSP0494,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
443,Thalassiosira_antarctica,420261,diatom,751,TSA,MMETSP,2014,MMETSP0902.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,37008,751_Thalassiosira_antarctica.faa,"Thalassiosira antarctica, Strain CCMP982",MMETSP0902,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
444,Thalassiosira_antarctica,420261,diatom,752,TSA,MMETSP,2014,MMETSP0903.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,37457,752_Thalassiosira_antarctica.faa,"Thalassiosira antarctica, Strain CCMP982",MMETSP0903,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
445,Thalassiosira_antarctica,420261,diatom,753,TSA,MMETSP,2014,MMETSP0904.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,33207,753_Thalassiosira_antarctica.faa,"Thalassiosira antarctica, Strain CCMP982",MMETSP0904,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
446,Thalassiosira_antarctica,420261,diatom,754,TSA,MMETSP,2014,MMETSP0905.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,37272,754_Thalassiosira_antarctica.faa,"Thalassiosira antarctica, Strain CCMP982",MMETSP0905,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
447,Attheya_septentrionalis,420275,diatom,755,TSA,MMETSP,2014,MMETSP1449.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,26388,755_Attheya_septentrionalis.faa,"Attheya septentrionalis, Strain CCMP2084",MMETSP1449,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
448,Ochromonas_sp_CCMP1393,420556,ochrophyte,757,TSA,MMETSP,2014,MMETSP0004.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,28581,757_Ochromonas_sp_CCMP1393.faa,"Ochromonas sp., Strain CCMP1393",MMETSP0004,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
449,Ochromonas_sp_CCMP1393,420556,ochrophyte,758,TSA,MMETSP,2014,MMETSP0005.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,28118,758_Ochromonas_sp_CCMP1393.faa,"Ochromonas sp., Strain CCMP1393",MMETSP0005,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
450,Chaetoceros_dichaeta,420782,diatom,759,TSA,MMETSP,2014,MMETSP1447.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,27885,759_Chaetoceros_dichaeta.faa,"Chaetoceros dichaeta, Strain CCMP1751",MMETSP1447,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
451,Chaetoceros_affinis,426623,diatom,761,TSA,MMETSP,2014,MMETSP0090.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,24279,761_Chaetoceros_affinis.faa,"Chaetoceros affinis, Strain CCMP159",MMETSP0090,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
452,Chaetoceros_affinis,426623,diatom,762,TSA,MMETSP,2014,MMETSP0091.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,21157,762_Chaetoceros_affinis.faa,"Chaetoceros affinis, Strain CCMP159",MMETSP0091,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
453,Chaetoceros_affinis,426623,diatom,763,TSA,MMETSP,2014,MMETSP0092.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,6328,763_Chaetoceros_affinis.faa,"Chaetoceros affinis, Strain CCMP159",MMETSP0092,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
454,Chaetoceros_brevis,426625,diatom,764,TSA,MMETSP,2014,MMETSP1435.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,4954,764_Chaetoceros_brevis.faa,"Chaetoceros brevis, Strain CCMP164",MMETSP1435,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
455,Gambierdiscus_australes,439317,dinoflagellate,765,TSA,MMETSP,2014,MMETSP0766.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,85094,765_Gambierdiscus_australes.faa,"Gambierdiscus australes, Strain CAWD 149",MMETSP0766,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
456,Scrippsiella_hangoei,447022,dinoflagellate,766,TSA,MMETSP,2014,MMETSP0367.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,106640,766_Scrippsiella_hangoei.faa,"Scrippsiella hangoei-like, Strain SHHI-4",MMETSP0367,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
457,Scrippsiella_hangoei,447022,dinoflagellate,767,TSA,MMETSP,2014,MMETSP0368.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,106158,767_Scrippsiella_hangoei.faa,"Scrippsiella hangoei-like, Strain SHHI-4",MMETSP0368,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
458,Scrippsiella_hangoei,447022,dinoflagellate,768,TSA,MMETSP,2014,MMETSP0369.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,108845,768_Scrippsiella_hangoei.faa,"Scrippsiella hangoei-like, Strain SHHI-4",MMETSP0369,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
459,Chloropicon_mariensis,1606511,chlorophyte,771,TSA,MMETSP,2014,MMETSP1309.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,14853,771_Chloropicon_mariensis.faa,"Genus nov. species nov., Strain RCC998",MMETSP1309,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
460,Chloropicon_laureae,464258,chlorophyte,772,TSA,MMETSP,2014,MMETSP1311.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,15517,772_Chloropicon_laureae.faa,"Genus nov. species nov., Strain RCC856",MMETSP1311,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
461,Chloropicon_roscoffensis,1461544,chlorophyte,773,TSA,MMETSP,2014,MMETSP1312.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,15205,773_Chloropicon_roscoffensis.faa,"Genus nov. species nov., Strain RCC2335",MMETSP1312,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
462,Picochlorum_sp_RCC944,464278,chlorophyte,774,TSA,MMETSP,2014,MMETSP1330.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18534,774_Picochlorum_sp_RCC944.faa,"Picochlorum sp., Strain RCC944",MMETSP1330,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
463,Hemiselmis_andersenii,464988,cryptophyte,775,TSA,MMETSP,2014,MMETSP0043.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,56713,775_Hemiselmis_andersenii.faa,Hemiselmis andersenii CCMP644,MMETSP0043,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
464,Hemiselmis_andersenii,464988,cryptophyte,776,TSA,MMETSP,2014,MMETSP1041.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,38417,776_Hemiselmis_andersenii.faa,"Hemiselmis andersenii, Strain CCMP439",MMETSP1041,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
465,Hemiselmis_andersenii,464988,cryptophyte,777,TSA,MMETSP,2014,MMETSP1042.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,46232,777_Hemiselmis_andersenii.faa,"Hemiselmis andersenii, Strain CCMP1180",MMETSP1042,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
466,Hemiselmis_andersenii,464988,cryptophyte,778,TSA,MMETSP,2014,MMETSP1043.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,38831,778_Hemiselmis_andersenii.faa,"Hemiselmis andersenii, Strain CCMP441",MMETSP1043,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
467,Hemiselmis_tepida,464990,cryptophyte,779,TSA,MMETSP,2014,MMETSP1355.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,36263,779_Hemiselmis_tepida.faa,"Hemiselmis tepida, Strain CCMP443",MMETSP1355,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
468,Pseudo-nitzschia_heimii,476441,diatom,780,TSA,MMETSP,2014,MMETSP1423.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,29770,780_Pseudo-nitzschia_heimii.faa,Pseudo-nitzschia heimii,MMETSP1423,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
469,Pavlovales_sp_CCMP2436,483367,haptophyte,781,TSA,MMETSP,2014,MMETSP0982.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,42515,781_Pavlovales_sp_CCMP2436.faa,"non described non described, Strain CCMP 2436",MMETSP0982,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
470,Pavlovales_sp_CCMP2436,483367,haptophyte,782,TSA,MMETSP,2014,MMETSP0983.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,40501,782_Pavlovales_sp_CCMP2436.faa,"non described non described, Strain CCMP 2436",MMETSP0983,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
471,Pavlovales_sp_CCMP2436,483367,haptophyte,783,TSA,MMETSP,2014,MMETSP0984.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,39533,783_Pavlovales_sp_CCMP2436.faa,"non described non described, Strain CCMP 2436",MMETSP0984,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
472,Pavlovales_sp_CCMP2436,483367,haptophyte,784,TSA,MMETSP,2014,MMETSP0985.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,39307,784_Pavlovales_sp_CCMP2436.faa,"non described non described, Strain CCMP 2436",MMETSP0985,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
473,Pedinellales_sp_CCMP2098,483369,ochrophyte,785,TSA,MMETSP,2014,MMETSP0990.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,52133,785_Pedinellales_sp_CCMP2098.faa,"non described non described, Strain CCMP2098",MMETSP0990,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
474,Pedinellales_sp_CCMP2098,483369,ochrophyte,786,TSA,MMETSP,2014,MMETSP0991.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,77887,786_Pedinellales_sp_CCMP2098.faa,"non described non described, Strain CCMP2098",MMETSP0991,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
475,Pedinellales_sp_CCMP2098,483369,ochrophyte,787,TSA,MMETSP,2014,MMETSP0992.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,59606,787_Pedinellales_sp_CCMP2098.faa,"non described non described, Strain CCMP2098",MMETSP0992,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
476,Pedinellales_sp_CCMP2098,483369,ochrophyte,788,TSA,MMETSP,2014,MMETSP0993.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,72691,788_Pedinellales_sp_CCMP2098.faa,"non described non described, Strain CCMP2098",MMETSP0993,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
477,Pelagophyceae_sp_CCMP2097,483370,ochrophyte,789,TSA,MMETSP,2014,MMETSP0974.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,42128,789_Pelagophyceae_sp_CCMP2097.faa,"non described non described, Strain CCMP2097",MMETSP0974,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
