entry_id,accepted,marferret_name,tax_id,pr2_accession,pr2_rank,pr2_taxonomy,data_type,data_source,source_link,pub_year,ref_link,ref_doi,source_filename,seq_type,n_seqs_raw,source_name,original_taxID,alias
495,Y,Pyrodinium_bahamense,73915,AF274275.1.1754_U,species,Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Pyrocystaceae;Pyrodinium;Pyrodinium_bahamense_var._compressum,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0796.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,144894,Pyrodinium bahamense Strain pbaha01,73915,MMETSP0796
496,Y,Cyanoptyche_gloeocystis,77922,AJ007275.1.1766_U,species,Eukaryota;Archaeplastida;Glaucophyta;Glaucophyta_X;Glaucocystophyceae;Glaucocystophytes;Cyanoptycaceae;Cyanoptyche;Cyanoptyche_gloeocystis,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP1086.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,16274,Cyanoptyche gloeocystis  Strain SAG4.97,77921,MMETSP1086
497,Y,Hemiselmis_rufescens,77926,JF790984.1.1777_U,species,Eukaryota;Cryptista;Cryptophyta;Cryptophyta_X;Cryptophyceae;Cryptomonadales;Hemiselmidaceae;Hemiselmis;Hemiselmis_rufescens,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP1357.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,49896,Hemiselmis rufescens Strain PCC563,77926,MMETSP1357
498,Y,Hemiselmis_virescens,77927,JF791076.1.1777_U,species,Eukaryota;Cryptista;Cryptophyta;Cryptophyta_X;Cryptophyceae;Cryptomonadales;Hemiselmidaceae;Hemiselmis;Hemiselmis_virescens,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP1356.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,33505,Hemiselmis virescens Strain PCC157,77927,MMETSP1356
499,Y,Proteomonas_sulcata,77928,AJ007285.1.1761_U,strain,Eukaryota;Cryptista;Cryptophyta;Cryptophyta_X;Cryptophyceae;Cryptomonadales;Cryptomonadales_X;Proteomonas;Proteomonas_sulcata,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP1049.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,41238,Proteomonas sulcata Strain CCMP704,77928,MMETSP1049
500,N,Acanthoeca_sp,2618734,AF084233.1.1740_U,genus,Eukaryota;Obazoa;Opisthokonta;Choanoflagellata;Choanoflagellatea;Acanthoecida;Acanthoecidae_Group_G;Acanthoeca,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0105.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,37051,Acanthoeca-like sp. Strain 10tr,81532,MMETSP0105
501,Y,Acanthoeca_sp,2618734,AF084233.1.1740_U,genus,Eukaryota;Obazoa;Opisthokonta;Choanoflagellata;Choanoflagellatea;Acanthoecida;Acanthoecidae_Group_G;Acanthoeca,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0106.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,38133,Acanthoeca-like sp. Strain 10tr,81532,MMETSP0106
502,Y,Mantoniella_antarctica,81844,AB017128.1.1734_U,species,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Mamiellophyceae;Mamiellales;Mamiellaceae;Mantoniella;Mantoniella_antarctica,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP1106.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,34278,Mantoniella antarctica Strain SL-175,81844,MMETSP1106
503,Y,Detonula_confervacea,83371,EF192991.1.1559_U,species,Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Thalassiosirales;Thalassiosiraceae;Detonula;Detonula_confervacea,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP1058.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31435,Detonula confervacea,83371,MMETSP1058
504,Y,Aurantiochytrium_limacinum_ATCC_MYA-1381,717989,AB973564.1.1754_U,strain,Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Labyrinthulomycetes;Thraustochytriaceae;Aurantiochytrium;Aurantiochytrium_limacinum,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0958.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18547,Aurantiochytrium limacinum Strain ATCCMYA-1381,87120,MMETSP0958
505,Y,Aurantiochytrium_limacinum_ATCC_MYA-1381,717989,AB973564.1.1754_U,strain,Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Labyrinthulomycetes;Thraustochytriaceae;Aurantiochytrium;Aurantiochytrium_limacinum,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0959.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18996,Aurantiochytrium limacinum Strain ATCCMYA-1381,87120,MMETSP0959
506,Y,Aurantiochytrium_limacinum_ATCC_MYA-1381,717989,AB973564.1.1754_U,strain,Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Labyrinthulomycetes;Thraustochytriaceae;Aurantiochytrium;Aurantiochytrium_limacinum,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0960.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18108,Aurantiochytrium limacinum Strain ATCCMYA-1381,87120,MMETSP0960
507,Y,Aurantiochytrium_limacinum_ATCC_MYA-1381,717989,AB973564.1.1754_U,strain,Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Labyrinthulomycetes;Thraustochytriaceae;Aurantiochytrium;Aurantiochytrium_limacinum,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0961.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18450,Aurantiochytrium limacinum Strain ATCCMYA-1381,87120,MMETSP0961
508,Y,Picocystis_salinarum,88271,AF153313.1.1752_U,species,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Picocystophyceae;Picocystales;Picocystaceae;Picocystis;Picocystis_salinarum,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP1159.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,14186,Picocystis salinarum,88271,MMETSP1159
509,Y,Picocystis_salinarum,88271,KF615769.1.1628_U,strain,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Picocystophyceae;Picocystales;Picocystaceae;Picocystis;Picocystis_salinarum,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0807.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,25647,Picocystis salinarum Strain CCMP1897,88271,MMETSP0807
510,Y,Amoebophrya_sp,88552,AF069516.1.1826_U,species,Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-3;Dino-Group-II-Clade-3_X;Dino-Group-II-Clade-3_X_sp.,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0795.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,25502,Amoebophrya sp. Strain Ameob2,88552,MMETSP0795
511,N,Spumella_elongata,89044,AJ236859.1.1710_U,species,Eukaryota;TSAR;Stramenopiles;Gyrista;Chrysophyceae;Ochromonadales;Ochromonadaceae;Spumella;Spumella_elongata,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP1098.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,49133,Spumella elongata Strain CCAP 955/1,89044,MMETSP1098
512,Y,Polarella_glacialis,89957,AF099183.1.1788_U,species,Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Suessiales;Suessiaceae;Polarella;Polarella_glacialis,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0227.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,78466,Polarella glacialis CCMP 1383,89957,MMETSP0227
513,Y,Polarella_glacialis,89957,GQ375263.1.1793_U,strain,Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Suessiales;Suessiaceae;Polarella;Polarella_glacialis,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP1440.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,54373,Polarella glacialis Strain CCMP2088,89957,MMETSP1440
514,Y,Heterocapsa_rotundata,89963,MH071708.1.1745_U,species,Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Heterocapsaceae;Heterocapsa;Heterocapsa_rotundata,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0503.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,83530,Heterocapsa rotundata Strain SCCAP K-0483,89963,MMETSP0503
515,Y,Lotharella_globosa,91324,JF826444.1.1746_U,strain,Eukaryota;TSAR;Rhizaria;Cercozoa;Chlorarachniophyceae;Chlorarachnida;Chlorarachnida_X;Lotharella;Lotharella_globosa,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0041.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,35356,Lotharella globosa LEX01,91324,MMETSP0041
516,Y,Lotharella_globosa,91324,JF826445.1.1745_U,strain,Eukaryota;TSAR;Rhizaria;Cercozoa;Chlorarachniophyceae;Chlorarachnida;Chlorarachnida_X;Lotharella;Lotharella_globosa,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0111.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32383,Lotharella globosa Strain CCCM811,91324,MMETSP0111
517,Y,Lotharella_globosa,91324,JF826445.1.1745_U,strain,Eukaryota;TSAR;Rhizaria;Cercozoa;Chlorarachniophyceae;Chlorarachnida;Chlorarachnida_X;Lotharella;Lotharella_globosa,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0112.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18986,Lotharella globosa Strain CCCM811,91324,MMETSP0112
518,Y,Norrisiella_sphaerica,552664,AB504342.1.1688_U,genus,Eukaryota;TSAR;Rhizaria;Cercozoa;Chlorarachniophyceae;Chlorarachnida;Chlorarachnida_X;Norrisiella,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0113.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,23741,Norrisiella sphaerica Strain BC52,91329,MMETSP0113
519,Y,Bolidomonas_sp_RCC2347,1606585,NA,NA,NA,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP1320.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,24455,Bolidomonas sp. Strain RCC2347,91990,MMETSP1320
520,Y,Bolidomonas_sp_RCC1657,1411661,KF422625.1.1649_U,strain,Eukaryota;TSAR;Stramenopiles;Gyrista;Bolidophyceae;Parmales;Triparmaceae;Triparma;Triparma_laevis_clade,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP1321.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,26354,Bolidomonas sp. Strain RCC1657,91990,MMETSP1321
521,Y,Triparma_pacifica,91992,HQ912557.1.1800_U,strain,Eukaryota;TSAR;Stramenopiles;Gyrista;Bolidophyceae;Parmales;Triparmaceae;Triparma;Triparma_pacifica,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0785.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,23355,Bolidomonas pacifica CCMP 1866,91992,MMETSP0785
522,Y,Fibrocapsa_japonica,94617,JX026950.1.1734_U,strain,Eukaryota;TSAR;Stramenopiles;Gyrista;Raphidophyceae;Raphidophyceae_X;Raphidophyceae_XX;Fibrocapsa;Fibrocapsa_japonica,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP1339.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,16937,Fibrocapsa japonica CCMP1661,94617,MMETSP1339
523,N,Vannella_sp,1973054,MZ079372.1.1696_U,genus,Eukaryota;Amoebozoa;Discosea;Discosea_X;Flabellinia;Vannellida;Vannellidae;Vannella,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0168.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,37165,Vannella n. sp. DIVA3 517/6/12,95228,MMETSP0168
524,Y,Vannella_robusta,1487602,OM808936.1.1924_U,strain,Eukaryota;Amoebozoa;Discosea;Discosea_X;Flabellinia;Vannellida;Vannellidae;Vannella;Vannella_robusta,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0166.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,22573,Vannella robusta Strain DIVA3 518/3/11/1/6,95228,MMETSP0166
525,N,unclassified_Labyrinthulomycetes_QPX,96639,DQ641204.1.1746_U,strain,Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Labyrinthulomycetes;Thraustochytriaceae;Thraustochytriaceae_QPX;Thraustochytriaceae_QPX_sp.,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0098.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,35445,labyrinthulid quahog parasite QPX Strain NY0313808BC1,96639,MMETSP0098
526,Y,unclassified_Labyrinthulomycetes_QPX,96639,DQ641204.1.1746_U,strain,Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Labyrinthulomycetes;Thraustochytriaceae;Thraustochytriaceae_QPX;Thraustochytriaceae_QPX_sp.,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0099.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,15028,labyrinthulid quahog parasite QPX Strain NY0313808BC1,96639,MMETSP0099
527,Y,unclassified_Labyrinthulomycetes_QPX,96639,DQ641204.1.1746_U,strain,Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Labyrinthulomycetes;Thraustochytriaceae;Thraustochytriaceae_QPX;Thraustochytriaceae_QPX_sp.,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0100.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18350,labyrinthulid quahog parasite QPX Strain NY0313808BC1,96639,MMETSP0100
528,N,unclassified_Labyrinthulomycetes_QPX,96639,AY052644.1.1745_U,species,Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Labyrinthulomycetes;Thraustochytriaceae;Thraustochytriaceae_QPX;Thraustochytriaceae_QPX_sp.,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP1433.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,27100,Undescribed Undescribed Strain NY07348D,96639,MMETSP1433
529,Y,Chromulina_nebulosa,96789,AF123285.1.1777_U,strain,Eukaryota;TSAR;Stramenopiles;Gyrista;Chrysophyceae;Chromulinales;Chromulinaceae;Chromulina;Chromulina_nebulosa,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP1095.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,20826,Chromulina nebulosa Strain UTEXLB2642,96789,MMETSP1095
530,Y,Prymnesium_parvum,97485,GBYI01024087.1577.3305_U,species,Eukaryota;Haptista;Haptophyta;Haptophyta_X;Prymnesiophyceae;Prymnesiales;Prymnesiaceae;Prymnesium;Prymnesium_parvum,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0008.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,48161,Prymnesium parvum Texoma1,97485,MMETSP0008
531,Y,Prymnesium_parvum,97485,GBYI01024087.1577.3305_U,species,Eukaryota;Haptista;Haptophyta;Haptophyta_X;Prymnesiophyceae;Prymnesiales;Prymnesiaceae;Prymnesium;Prymnesium_parvum,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0006.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,42659,Prymnesium parvum Strain Texoma1,97485,MMETSP0006
532,Y,Prymnesium_parvum,97485,GBYI01024087.1577.3305_U,species,Eukaryota;Haptista;Haptophyta;Haptophyta_X;Prymnesiophyceae;Prymnesiales;Prymnesiaceae;Prymnesium;Prymnesium_parvum,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0007.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,17585,Prymnesium parvum Strain Texoma1,97485,MMETSP0007
533,Y,Prymnesium_parvum,97485,GBYI01024087.1577.3305_U,species,Eukaryota;Haptista;Haptophyta;Haptophyta_X;Prymnesiophyceae;Prymnesiales;Prymnesiaceae;Prymnesium;Prymnesium_parvum,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0814.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,27070,Prymnesium parvum Strain Texoma1,97485,MMETSP0814
534,Y,Prymnesium_parvum,97485,GBYI01024087.1577.3305_U,species,Eukaryota;Haptista;Haptophyta;Haptophyta_X;Prymnesiophyceae;Prymnesiales;Prymnesiaceae;Prymnesium;Prymnesium_parvum,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0815.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,47716,Prymnesium parvum Strain Texoma1,97485,MMETSP0815
535,Y,Prymnesium_parvum,97485,GBYI01024087.1577.3305_U,species,Eukaryota;Haptista;Haptophyta;Haptophyta_X;Prymnesiophyceae;Prymnesiales;Prymnesiaceae;Prymnesium;Prymnesium_parvum,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP1083.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,41713,Prymnesium parvum Strain Texoma1,97485,MMETSP1083
536,N,Dicrateria_rotunda,2703868,KF899845.1.1581_U,strain,Eukaryota;Haptista;Haptophyta;Haptophyta_X;Prymnesiophyceae;Prymnesiales;Prymnesiaceae;Dicrateria;Dicrateria_rotunda,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP1474.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,34763,Imantonia sp. Strain RCC918,97495,MMETSP1474
537,Y,Dinobryon_sp,1955563,KX100624.1.1502_U,genus,Eukaryota;TSAR;Stramenopiles;Gyrista;Chrysophyceae;Ochromonadales;Ochromonadaceae;Dinobryon,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0019.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,28227,Dinobryon sp. Strain UTEXLB2267,98059,MMETSP0019
538,Y,Dinobryon_sp,1955563,KX100624.1.1502_U,genus,Eukaryota;TSAR;Stramenopiles;Gyrista;Chrysophyceae;Ochromonadales;Ochromonadaceae;Dinobryon,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0020.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,28307,Dinobryon sp. Strain UTEXLB2267,98059,MMETSP0020
539,Y,Dinobryon_sp,1955563,KX100624.1.1502_U,genus,Eukaryota;TSAR;Stramenopiles;Gyrista;Chrysophyceae;Ochromonadales;Ochromonadaceae;Dinobryon,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0812.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,25317,Dinobryon sp. Strain UTEXLB2267,98059,MMETSP0812
540,Y,unclassified_eukaryote,100272,NA,NA,NA,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP1475.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,15731,Unidentified sp. Strain CCMP1999,100272,MMETSP1475
541,Y,Rhodosorus_marinus,101924,AF168625.1.1753_U,species,Eukaryota;Archaeplastida;Rhodophyta;Rhodophyta_X;Stylonematophyceae;Stylonematales;Stylonemataceae;Rhodosorus;Rhodosorus_marinus,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0011.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,81768,Rhodosorus marinus CCMP 769,101924,MMETSP0011
542,Y,Rhodosorus_marinus,101924,AF168625.1.1753_U,species,Eukaryota;Archaeplastida;Rhodophyta;Rhodophyta_X;Stylonematophyceae;Stylonematales;Stylonemataceae;Rhodosorus;Rhodosorus_marinus,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0315.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,19171,Rhodosorus marinus Strain UTEX LB 2760,101924,MMETSP0315
543,Y,Symbiodinium_kawagutii,104179,HQ822131.1.1752_U,strain,Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Suessiales;Symbiodiniaceae;Fugacium;Fugacium_kawagutii,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0132.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,9350,Symbiodinium kawagutii Strain CCMP2468,104179,MMETSP0132
544,Y,Alexandrium_margalefi,109239,U27498.1.1798_U,species,Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Pyrocystaceae;Alexandrium;Alexandrium_margalefii,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0661.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,171844,Alexandrium margalefi Strain AMGDE01CS-322,109239,MMETSP0661
545,Y,Vaucheria_litorea,109269,U41646.1.1831_U,genus,Eukaryota;TSAR;Stramenopiles;Gyrista;Xanthophyceae;Xanthophyceae_X;Xanthophyceae_XX;Vaucheria,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0945.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,17693,Vaucheria litorea Strain CCMP2940,109269,MMETSP0945
546,Y,Vaucheria_litorea,109269,U41646.1.1831_U,genus,Eukaryota;TSAR;Stramenopiles;Gyrista;Xanthophyceae;Xanthophyceae_X;Xanthophyceae_XX;Vaucheria,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0946.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,16299,Vaucheria litorea Strain CCMP2940,109269,MMETSP0946
547,Y,Pelagophyceae_sp_RCC1024,464228,EU106834.1.828_U,strain,Eukaryota;TSAR;Stramenopiles;Gyrista;Pelagophyceae;Pelagomonadales;Pelagomonadaceae;Pelagomonadaceae_clade_C;Pelagomonadaceae_clade_C_sp.,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP1329.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,35811,Genus nov. species nov. RCC1024,114041,MMETSP1329
